musaID,toPredict,distance_to_city_hall,distance_to_nearest_metro,distance_to_nearest_hospital,distance_to_nearest_school,distance_to_nearest_park,distance_to_nearest_water,NAMELSAD,Percent_Bachelor.s.degree.or.higher,Estimate_Mean.family.income..dollars.,Percent_Management..business..science..and.arts.occupations,Percent_Different.state,Percent_With.private.health.insurance,Percent_White.alone,LPSS_PER1000,HPSS_PER1000
158,MODELLING,9922.847639,2173.36224,2288.474967,558.1263953,492.8207707,5940.452734,Census Tract 41.01,36.2,98418,50.8,21.3,51.9,32.2,56.36363636,4.24242424
159,MODELLING,11044.0859,2586.102285,2953.239069,473.3091282,729.6647635,5954.570927,Census Tract 41.01,36.2,98418,50.8,21.3,51.9,32.2,58.94172806,2.17682518
160,MODELLING,12206.93301,4527.597887,4911.709131,890.1800553,260.2268555,4478.077498,Census Tract 42.02,22.5,86882,30.4,10.6,59.1,60.9,38.48750844,3.20729237
161,MODELLING,20182.911,8402.378457,2182.486994,1641.215943,1335.563693,2387.731466,Census Tract 170,36.9,76777,42.3,15.9,53.4,19.2,14.32291667,2.60416667
162,MODELLING,34347.85327,3989.859888,10075.43448,1296.840426,936.9809041,2969.019226,Census Tract 298,6,51479,22.4,7.2,32.3,12.7,31.14754098,0
163,MODELLING,50891.86146,16320.87267,7062.541535,495.8054485,839.4447773,1569.784143,Census Tract 331.02,36.3,106098,32,4.1,74.8,62.6,15.625,0
164,MODELLING,44514.28568,9719.50242,7283.642963,929.1575724,2449.210995,3612.465124,Census Tract 314.01,6.9,73535,14.3,14.2,31.1,35.3,17.20130172,2.55695026
165,MODELLING,44195.73913,13249.6565,14138.80527,2160.897135,3652.545933,1286.972289,Census Tract 263.01,28.4,79389,39.8,16.7,65.4,2.2,13.44364012,4.65356774
166,MODELLING,26751.72888,408.7749696,4572.531893,341.0338483,1248.039487,9418.503959,Census Tract 283,11.9,35433,22.1,16.6,33,2.3,103.4482759,8.62068966
167,MODELLING,22598.55704,4628.349188,9682.550494,1485.799657,493.3680757,3877.001146,Census Tract 379,39.7,106486,45,16.7,65.9,90.8,19.77644024,3.43938091
168,MODELLING,20843.65819,5762.724654,9389.606662,506.310708,209.150975,2089.497504,Census Tract 379,39.7,106486,45,16.7,65.9,90.8,19.06779661,2.11864407
169,MODELLING,27187.33612,4572.646713,5025.456811,885.9207819,508.9663191,985.7641704,Census Tract 191,22.9,99711,28.5,13.5,39.3,12.1,9.91325898,1.54894672
170,MODELLING,12355.04045,6627.820153,9626.724036,259.1151487,1680.734922,3196.621186,Census Tract 151.02,13.5,75111,36.2,9,33.9,1.1,32.50773994,2.12848297
171,MODELLING,27356.05231,6333.898012,3314.46483,959.9090504,505.0538086,1254.423033,Census Tract 375,49.5,143777,57.5,26.5,71.6,42.5,10.74053137,2.40248728
172,MODELLING,44230.75349,16688.98064,7896.416565,3825.094907,1059.577159,899.417506,Census Tract 258,25.2,101061,43.7,22.1,47,4.4,6.17283951,1.38888889
173,MODELLING,51228.4861,16064.98627,619.5032042,3127.728247,904.4150209,1295.289525,Census Tract 333,31.6,103649,36.8,12.9,63.7,60.4,3.88349515,1.29449838
174,MODELLING,74827.37892,39760.42586,7291.462426,832.6067111,537.1139346,881.8151506,Census Tract 363.01,25.3,115813,29.6,8.4,56.8,59.4,7.25513906,3.02297461
175,MODELLING,14063.52637,2587.440561,4934.808977,350.350552,520.3912386,4756.681457,Census Tract 372,19.4,111778,37.5,8.7,58.9,52.6,32.60869565,1.59846547
176,MODELLING,10738.64878,1994.868872,2351.682546,985.7205085,1036.178037,6363.294273,Census Tract 41.01,36.2,98418,50.8,21.3,51.9,32.2,58.94172806,2.17682518
177,MODELLING,12497.20739,2640.304035,3700.736249,1008.252023,1156.278577,5803.642166,Census Tract 41.04,24.2,81016,27.8,5.9,42.6,35.4,61.16504854,3.39805825
178,MODELLING,11788.63078,4473.255822,4802.495655,1228.56567,460.1915503,4317.559044,Census Tract 42.01,32.2,91457,29.6,11.2,69.7,58.8,38.85590934,4.04749056
179,MODELLING,63811.66883,28941.05777,3231.990752,1373.473621,323.3532154,318.3916711,Census Tract 353.01,22.7,102917,36.8,6.7,84.2,79.5,1.671542,0.4178855
180,MODELLING,48164.87701,14393.59149,9750.324029,1274.637666,336.0423456,1830.733532,Census Tract 329,22.4,67986,38.6,4.7,57.1,42.3,11.52737752,1.92122959
181,MODELLING,22834.80875,2095.19905,10920.33162,1625.302759,887.248571,1146.419096,Census Tract 83.01,17.6,55990,25.5,12.3,65.2,3.4,16.90294438,0
182,MODELLING,20540.57825,5254.840826,8881.667515,404.0752232,478.7515259,2413.847737,Census Tract 180.02,29.7,79192,31.5,11.1,74.7,72.6,12.17285453,1.21728545
183,MODELLING,27714.02439,16118.11225,2970.084134,592.619884,629.2506457,1471.518879,Census Tract 211,54.5,141585,60.1,28.6,90.3,70.6,6.07638889,0.21701389
184,MODELLING,17041.72735,3787.843244,4211.639745,489.7862969,1568.734298,808.7754578,Census Tract 175,2.9,52841,7.8,8.2,12.9,3.4,90.22556391,6.26566416
185,MODELLING,14301.93156,2178.687452,2354.973291,204.5150775,297.6506618,2391.156759,Census Tract 164,2.7,43670,10.5,8.5,16.3,0.9,101.9955654,8.31485588
186,MODELLING,14196.20091,2165.200711,2277.142351,121.2495837,186.1647931,2490.172767,Census Tract 164,2.7,43670,10.5,8.5,16.3,0.9,101.9955654,8.31485588
187,MODELLING,13875.01658,2425.309811,2331.442742,414.2945647,192.8629605,2615.375203,Census Tract 164,2.7,43670,10.5,8.5,16.3,0.9,101.9955654,8.31485588
188,MODELLING,10862.32356,1754.911805,2961.549918,405.2109145,169.833133,3653.317809,Census Tract 144,66.9,147682,68.3,45.1,75.4,55.9,14.83375959,3.83631714
189,MODELLING,8467.245307,5702.621551,6831.570743,976.6761754,1185.938797,1952.473963,Census Tract 136.02,82.1,188796,74.4,37.3,88.6,73.2,14.53224342,4.08719346
190,MODELLING,9655.441069,6473.478373,6093.579993,2066.711752,241.4468466,1424.651339,Census Tract 136.02,82.1,188796,74.4,37.3,88.6,73.2,14.11960133,2.90697674
191,MODELLING,8003.503622,5166.513084,6350.694244,469.0506488,1365.418928,2207.393427,Census Tract 136.02,82.1,188796,74.4,37.3,88.6,73.2,23.80952381,5.55555556
192,MODELLING,7456.530041,5100.766986,5836.686484,976.20166,756.0089386,1812.681019,Census Tract 136.01,83.7,215171,86.6,34.2,90.1,77.4,11.2657389,3.81047051
193,MODELLING,25511.15672,2814.433622,5839.712839,1286.182738,460.6130839,6713.069958,Census Tract 204,7.6,55368,29.1,12.1,47.1,1.2,34.98542274,3.27988338
194,MODELLING,31202.03093,2692.220568,5231.918846,1192.105011,826.9094453,1064.401739,Census Tract 98.02,32.1,81482,34.6,6.6,76.6,3.7,4.11334552,0.91407678
195,MODELLING,6391.696955,2151.055055,2896.196568,1479.466884,287.0133448,4752.269512,Census Tract 21,52,140372,49.8,29.8,73.8,44.1,25.35832415,2.20507166
196,MODELLING,7530.806767,1601.606111,2548.75775,861.8753345,1420.679008,6282.661847,Census Tract 30.02,48.9,104351,53.4,32.7,59.2,34.3,41.44527099,4.78214665
197,MODELLING,16118.36254,881.5586072,2761.35391,622.2630363,577.1989837,3697.996949,Census Tract 163,6.1,62894,20.3,11,24.5,7,57.11695376,4.53309157
198,MODELLING,15419.6246,2909.001008,5874.155521,708.4611959,1209.701211,1303.513927,Census Tract 373,44.8,151552,60,12,86,74.7,4.60475825,0.38372985
199,MODELLING,4756.969616,3048.919494,1107.461738,678.0508118,968.2135492,2726.140747,Census Tract 14,66,246246,73.7,47.6,90.8,64.1,42.14559387,16.76245211
200,MODELLING,16880.9491,3124.845341,7459.347252,722.7364422,758.3195926,1038.208093,Census Tract 373,44.8,151552,60,12,86,74.7,4.60475825,0.38372985
201,MODELLING,11021.86636,1550.238841,1726.84224,631.9808582,427.7041764,5571.802441,Census Tract 39.01,39.3,116531,45,27.2,70.9,62.8,27.46212121,2.36742424
202,MODELLING,64867.91277,30498.92928,14487.97037,4022.183759,266.832261,188.133854,Census Tract 356.01,35.5,147935,60,9.9,67.2,65.6,14.98929336,2.40899358
203,MODELLING,10525.8343,3808.503948,3986.408906,1335.660429,391.26191,4440.438126,Census Tract 41.01,36.2,98418,50.8,21.3,51.9,32.2,81.7805383,4.65838509
204,MODELLING,13003.76454,390.1683563,3338.05886,517.9469313,170.1805555,3957.839417,Census Tract 40.02,28.7,93189,35.9,11.8,71.5,73.9,56.45851155,1.92472198
205,MODELLING,12846.90102,413.1422816,3172.743457,400.3561594,325.2372953,4063.264482,Census Tract 40.02,28.7,93189,35.9,11.8,71.5,73.9,56.45851155,1.92472198
206,MODELLING,20500.88476,9810.038888,10535.67543,1537.345759,677.5399493,1073.962463,Census Tract 65,14.2,65081,23.3,9.6,64.1,1.3,68.85245902,6.14754098
207,MODELLING,25791.41841,17220.33492,9175.364515,1382.712411,593.869273,1690.076072,Census Tract 60,18.2,61332,29.7,4.2,66.5,9,19.17545542,0.23969319
208,MODELLING,40488.61073,7442.576694,13546.86589,2232.711944,711.6715626,3130.980458,Census Tract 323,6.8,48530,23.8,9,31.8,25.3,14.57541191,0.63371356
209,MODELLING,6901.763481,560.3576105,3198.011114,1170.089926,646.31379,6343.07472,Census Tract 140,56.8,79345,56.8,33.3,62.5,38.5,24.04438964,3.85326757
210,MODELLING,3308.004001,2824.482661,2109.522626,960.278592,651.4089372,1751.768742,Census Tract 8.03,91,226827,81.3,48.8,89.1,77.5,47.81879195,13.63255034
211,MODELLING,13530.07999,789.6164129,897.4998258,1475.715455,539.6872789,4984.357841,Census Tract 161,59.6,114760,60.7,32.1,69.7,58,19.15403033,3.69114126
212,MODELLING,12217.30763,1645.770677,6132.482458,801.5780234,291.9069084,5819.92256,Census Tract 153,15,94577,24.5,25.5,71.9,40.4,59.47441217,2.0746888
213,MODELLING,23503.24075,3725.684895,7713.02439,1753.43652,1594.830614,3316.315453,Census Tract 101,19,70337,39.1,9.3,46.8,1.6,47.25609756,2.28658537
214,MODELLING,9398.518512,5444.337016,5577.148912,2204.085744,896.0175018,3218.607445,Census Tract 32,35.1,80765,48,30.6,55.9,19.7,52.06738132,2.29709035
215,MODELLING,8009.085439,3825.879449,4304.767595,1906.019288,543.9218658,4138.357825,Census Tract 31,46.6,105857,62.4,31.7,68.3,29.2,122.3404255,3.9893617
216,MODELLING,31247.45581,3076.756134,4863.785751,1192.029559,1088.000678,1418.912706,Census Tract 98.02,32.1,81482,34.6,6.6,76.6,3.7,4.11334552,0.91407678
217,MODELLING,45676.19802,13086.39444,5976.882496,1586.583353,660.1484889,3456.95227,Census Tract 338,19,95267,30.5,7.2,62,60.8,33.78378378,4.5045045
218,MODELLING,55874.29236,20888.92623,4669.094373,3437.69007,882.753006,989.2007815,Census Tract 347.01,32,113537,36.1,4.7,63.1,52.4,5.4200542,0.67750678
219,MODELLING,40666.18498,6080.658344,7413.835808,628.7345832,87.12736571,6870.15866,Census Tract 313,8,73654,12,8.2,41.2,23,41.71494786,5.50405562
220,MODELLING,41497.55027,6405.817578,9267.425013,1989.610125,695.6544352,5615.82754,Census Tract 313,8,73654,12,8.2,41.2,23,19.63350785,2.29057592
221,MODELLING,44647.55452,9780.844585,8291.236449,1569.407854,1712.352982,3649.137683,Census Tract 315.01,27.2,83299,31.7,7.1,34.5,42,24.48210923,3.76647834
222,MODELLING,36903.08424,4595.343004,5263.978869,911.8570714,2192.938945,6499.923372,Census Tract 311.02,13.6,73251,18.3,8.2,41.2,4.9,50.76142132,3.8071066
223,MODELLING,33818.7693,4516.536017,5242.303099,1343.545857,704.7796015,8732.710885,Census Tract 247,18.3,58534,27.5,10.7,43.9,4.2,24.89177489,2.43506494
224,MODELLING,29117.57959,3109.449033,4301.51228,1570.501414,108.4980319,8095.574483,Census Tract 279.02,17.5,59685,29.9,20.8,65.1,26.9,15.85414189,1.98176774
225,MODELLING,38959.27769,14813.29633,9681.291899,1063.294942,981.7300664,2709.159302,Census Tract 388,73.1,238336,64.4,38,82.4,61.5,2.78164117,4.17246175
226,MODELLING,45742.49152,20542.9017,3390.698102,454.3818347,198.0568101,1463.511018,Census Tract 387,77.9,259016,67.4,37.2,89.1,74.8,7.30994152,6.21345029
227,MODELLING,21710.84549,3972.352061,9123.885715,514.7131922,221.7907517,4385.799813,Census Tract 112,12,54404,22.5,8.1,43.5,0.4,28.61685215,2.38473768
228,MODELLING,21601.83281,1784.174395,11811.28028,1488.213459,365.8561478,2373.387758,Census Tract 83.02,16.5,62647,29.2,10.7,50.7,2.3,41.94260486,0
229,MODELLING,53801.54036,21805.93901,6376.21038,3038.674718,1393.498345,1586.829253,Census Tract 342,39.8,100474,46.5,14.2,79.5,64.7,0,0
230,MODELLING,39361.58355,4177.407441,9865.747745,1491.768436,1591.062536,7728.068847,Census Tract 317,11.6,73442,26.3,7.2,49.9,27.7,38.80983182,3.23415265
231,MODELLING,61626.12066,28821.88824,7618.096711,1744.810323,311.7071992,581.5945462,Census Tract 344,37.6,137770,47.9,8.6,75.1,70.6,0,0
232,MODELLING,11771.35952,4563.291876,4883.064568,1169.612822,569.273153,4208.484176,Census Tract 42.01,32.2,91457,29.6,11.2,69.7,58.8,38.85590934,4.04749056
233,MODELLING,21667.29347,15069.47321,12173.56561,1253.892281,862.0186073,2665.442634,Census Tract 61,8.7,71825,19.9,2.4,64.2,6.3,18.86792453,0.29481132
234,MODELLING,26276.49863,18285.16134,10609.66699,2485.697581,881.7862681,2749.986661,Census Tract 60,18.2,61332,29.7,4.2,66.5,9,9.01352028,0.62593891
235,MODELLING,25310.51865,17246.7651,11364.2559,2260.118433,961.823779,3603.639829,Census Tract 60,18.2,61332,29.7,4.2,66.5,9,5.12528474,0.56947608
236,MODELLING,46463.53743,11273.67331,5396.184018,1406.306772,585.2768549,723.3063341,Census Tract 332,26.3,105761,34.8,15.6,59.6,42.6,7.90754258,1.52068127
237,MODELLING,66155.47616,31374.70882,722.7822062,1839.487664,635.2241641,676.2917771,Census Tract 353.01,22.7,102917,36.8,6.7,84.2,79.5,1.43215181,0.35803795
238,MODELLING,36518.98821,4614.85068,4839.262434,664.6659882,2020.739589,6079.227974,Census Tract 390.01,13.3,48149,21,8.3,40.7,7.6,37.42690058,2.63157895
239,MODELLING,28990.51948,4695.688362,3949.569197,1464.344926,70.13253507,183.7162447,Census Tract 98.02,32.1,81482,34.6,6.6,76.6,3.7,5.03959683,2.15982721
240,MODELLING,36552.0584,5648.716834,4362.467736,1615.786865,1915.872527,5790.985994,Census Tract 390.01,13.3,48149,21,8.3,40.7,7.6,17.0212766,1.41843972
241,MODELLING,4308.022567,3198.727543,1621.461646,1222.196189,530.3641541,1642.430596,Census Tract 12.01,86.7,343846,86.2,43.6,93.1,79.3,39.43661972,13.61502347
242,MODELLING,13618.18191,7685.830107,9168.239607,449.1186117,1149.446589,2506.64679,Census Tract 151.02,13.5,75111,36.2,9,33.9,1.1,32.50773994,2.12848297
243,CHALLENGE,29101.42393,2406.371229,5046.397043,1291.79305,96.60655916,754.9819204,Census Tract 190,3.2,81869,25,10.9,37.9,16.3,18.84816754,2.35602094
244,MODELLING,17077.97577,601.0142382,7295.391016,2158.257738,1798.494707,6738.054156,Census Tract 93,20.1,57156,32.7,14.3,40.5,4.5,52.63157895,6.57894737
245,MODELLING,23313.88387,4134.686714,3954.056695,946.0209305,1435.275768,7128.787588,Census Tract 197,5.2,32270,17.6,10.7,22,1.8,46.98795181,2.40963855
246,MODELLING,14020.43398,3193.768092,3870.179379,752.8499052,690.0922564,3430.641323,Census Tract 79,71.6,204429,66.2,37.4,83.7,58,17.60821717,4.76889215
247,MODELLING,30163.60794,1999.594327,1443.195382,1629.891206,1191.977832,6358.770475,Census Tract 282,8.1,49942,17.1,23.7,41.4,3.2,36.48915187,2.95857988
248,MODELLING,45911.35851,16573.28652,10342.50756,1206.015726,1003.826927,2561.373007,Census Tract 259,26.3,94534,33.3,16.6,57.5,2.4,7.23763571,2.41254524
249,MODELLING,43433.39809,8514.864042,9114.646159,1602.702024,1544.068442,4398.081833,Census Tract 315.01,27.2,83299,31.7,7.1,34.5,42,15.84786054,3.16957211
250,MODELLING,41787.6258,7170.34334,7728.24483,1743.258014,807.760207,5918.551055,Census Tract 313,8,73654,12,8.2,41.2,23,23.50265353,2.6535254
251,MODELLING,36128.11407,4582.012969,4444.683326,550.6797805,1624.700219,5678.906231,Census Tract 390.01,13.3,48149,21,8.3,40.7,7.6,37.42690058,2.63157895
252,MODELLING,35577.65238,4902.724475,3763.828379,1082.151769,955.6215901,5025.72603,Census Tract 390.02,28.7,73956,16.6,10.7,50.9,8.2,16.29213483,0.56179775
253,MODELLING,10291.61868,7238.654278,4815.181711,1272.250775,652.7638145,2087.237228,Census Tract 33,30.1,73735,50.9,16.1,53.9,32.1,31.87250996,1.32802125
254,MODELLING,13728.73529,1000.088115,5716.154826,1480.810875,662.6043422,3338.708772,Census Tract 166,19.3,72138,27.8,11.3,44.9,10.1,49.8392283,3.61736334
255,MODELLING,6796.570848,829.4200819,2915.889531,675.4699018,787.4043992,6812.15358,Census Tract 30.02,48.9,104351,53.4,32.7,59.2,34.3,53.15614618,9.96677741
256,MODELLING,23288.38371,634.1564038,9946.775423,1875.631542,363.257681,602.5857533,Census Tract 96,15.7,60663,39.1,9.4,54.4,0,35.02415459,0
257,MODELLING,16543.99112,1194.166312,3337.688514,800.6064907,763.957544,5495.94873,Census Tract 161,59.6,114760,60.7,32.1,69.7,58,33.72093023,4.94186047
258,MODELLING,5275.309829,3347.538302,1565.617867,380.3975893,602.2742941,2908.211077,Census Tract 14,66,246246,73.7,47.6,90.8,64.1,21.82284981,8.02310655
259,MODELLING,41675.60441,24211.1831,6643.266603,2056.138425,2170.95628,511.4707669,Census Tract 219,41.3,124276,42.4,18.9,73.1,84.9,5.6022409,2.80112045
260,MODELLING,21026.42445,13114.80988,11301.93764,608.7952891,302.1387327,3851.769504,Census Tract 67,9.9,57494,17.5,4.2,57.6,1.2,55.78231293,3.06122449
261,MODELLING,21896.71386,1487.130274,10196.97931,655.0421105,988.4246122,2311.758459,Census Tract 95,8.6,44069,7.2,7,39.8,0.9,35.82089552,2.23880597
262,MODELLING,20506.94128,1707.766892,10681.1983,1147.52694,210.6244645,3598.001462,Census Tract 94,5.3,47049,20.4,7.7,39.2,1.1,34.45575568,2.34925607
263,MODELLING,19321.65927,1139.749408,9506.271331,2166.340836,283.5282025,4598.734238,Census Tract 94,5.3,47049,20.4,7.7,39.2,1.1,38.38383838,4.29292929
264,MODELLING,27503.16681,16512.62888,3371.936973,1210.58217,771.3644844,1320.10011,Census Tract 209,68.9,157437,61.6,49,78.9,72.2,10.02506266,0.62656642
265,MODELLING,34269.44875,22744.38546,4510.872845,631.7922639,395.8955143,1224.775077,Census Tract 215,69.8,145885,64.4,34.8,80.9,70.2,2.54237288,0.42372881
266,MODELLING,35591.36627,22065.63254,2132.049552,1693.039693,629.6136533,2861.010077,Census Tract 215,69.8,145885,64.4,34.8,80.9,70.2,11.1662531,4.03225806
267,MODELLING,13548.41489,3035.614922,3993.761216,1745.832321,960.0876571,1971.313343,Census Tract 158,67.9,151926,71.9,34.6,82.8,77,22.97090352,9.18836141
268,MODELLING,12230.28583,1803.128868,2958.141157,661.7892866,488.9255286,2902.498477,Census Tract 158,67.9,151926,71.9,34.6,82.8,77,15.89704769,3.97426192
269,MODELLING,12579.42482,1368.041592,2491.158411,452.7029828,510.0633522,3317.92462,Census Tract 158,67.9,151926,71.9,34.6,82.8,77,21.73913043,5.62888199
270,MODELLING,12645.24969,841.0732007,1970.32162,555.3003143,211.4170435,3844.930374,Census Tract 158,67.9,151926,71.9,34.6,82.8,77,21.73913043,5.62888199
271,MODELLING,24438.23291,6624.545617,4203.750047,1262.920072,496.9508633,2391.932614,Census Tract 243,36.5,82436,51.7,20.3,63.7,10.6,15.51724138,0.86206897
272,MODELLING,26378.6019,6427.476042,6050.377322,486.8029723,971.5015333,4154.205137,Census Tract 243,36.5,82436,51.7,20.3,63.7,10.6,15.51724138,0.86206897
273,MODELLING,39943.06295,15479.02103,8967.004396,537.4239733,885.8314042,2250.44253,Census Tract 388,73.1,238336,64.4,38,82.4,61.5,1.89035917,1.65406427
274,MODELLING,4122.066034,2336.891085,2440.575534,1012.114731,245.5075904,2828.324186,Census Tract 125.02,73.1,181787,83.6,37.3,82.4,59.2,13.04509877,3.6339918
275,MODELLING,7880.61497,2293.885115,2032.079095,537.1853258,1028.409317,3339.236101,Census Tract 142.01,80.1,218310,72.1,38.9,95.6,78.2,9.63275135,1.80614088
276,MODELLING,7925.248451,1829.167523,3369.983292,1834.79605,1053.31551,1994.718878,Census Tract 142.01,80.1,218310,72.1,38.9,95.6,78.2,9.63275135,1.80614088
277,MODELLING,75601.32752,40588.01396,7227.612738,1759.258794,1063.354492,1310.345397,Census Tract 363.01,25.3,115813,29.6,8.4,56.8,59.4,4.58949516,1.52983172
278,MODELLING,65536.47193,30903.28643,1440.705755,1398.515605,714.8019383,853.9663451,Census Tract 353.01,22.7,102917,36.8,6.7,84.2,79.5,1.43215181,0.35803795
279,MODELLING,70680.79469,35677.79278,4671.925724,1439.299142,815.0841782,894.9694269,Census Tract 362.02,30.4,137859,34.1,9.5,78.5,78.8,3.45542502,0.691085
280,MODELLING,23161.86835,13527.68385,8924.873951,1408.767713,946.4638531,2060.736914,Census Tract 63,7.5,49204,20.3,17.6,58.9,4.1,31.75965665,1.93133047
281,MODELLING,22087.67828,9793.238593,649.0778328,970.3908417,319.133456,1245.85873,Census Tract 207.01,80.7,163171,76.6,36.1,86.3,76.4,4.09836066,0.29274005
282,MODELLING,17530.32759,5540.371211,5357.954564,662.1298036,772.6980272,5026.629409,Census Tract 172.02,10.3,59394,10.5,14.2,44.6,0.3,38.87884268,2.7124774
283,MODELLING,33441.77204,8788.938306,9330.99561,1015.046631,1176.292433,4829.957845,Census Tract 252,22.1,54541,29.9,21.1,46.5,8,53.29949239,7.6142132
284,MODELLING,76347.37353,41667.00431,11976.72929,1549.417937,686.0640034,1651.698481,Census Tract 365.02,40.1,132770,40.4,3.8,80.4,86.3,3.66837858,0
285,MODELLING,32968.29922,9305.456543,9800.07406,1561.541643,1051.772445,4013.796413,Census Tract 252,22.1,54541,29.9,21.1,46.5,8,31.51515152,5.15151515
286,MODELLING,47901.88979,13538.01006,8106.740146,1347.065305,1498.858228,2973.450866,Census Tract 330,21.4,78458,28.8,8.5,47.7,31.6,52.20883534,8.03212851
287,MODELLING,13558.36443,3229.996925,3417.279029,504.1815806,325.1912926,3118.515827,Census Tract 87.01,75.8,167997,77,51.4,83.6,60.5,19.82758621,5.17241379
288,MODELLING,9411.219205,5393.268831,7725.569447,258.1913505,471.6268074,3322.732598,Census Tract 138,43.3,87006,52.8,29.4,74.9,25.3,24.57185406,3.16455696
289,MODELLING,20267.15893,2998.51962,7653.125517,2026.924669,1494.371749,4529.552369,Census Tract 179,19.5,48492,22.9,14.5,30.5,30.1,32.84950344,2.48281131
